date_administered,administering_provider_type,new_primary_series_doses,new_recipients,new_series_completed,new_booster_doses,new_booster_recipients,new_2nd_booster_recipients,new_bivalent_booster_doses,new_bivalent_booster_recipients,cumulative_primary_series_doses,cumulative_recipients,cumulative_series_completed,cumulative_booster_doses,cumulative_booster_recipients,cumulative_2nd_booster_recipients,cumulative_bivalent_booster_doses,cumulative_bivalent_booster_recipients,data_as_of,data_updated_at,data_loaded_at
2023/08/26,All Providers,0,0,4,0,0,0,61,28,1515394,817670,767191,717790,563694,150743,392100,362995,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:10 AM
2023/08/27,All Providers,0,0,1,0,0,0,25,14,1515394,817670,767192,717790,563694,150743,392125,363009,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:10 AM
2023/08/28,All Providers,0,0,8,0,0,0,199,110,1515394,817670,767200,717790,563694,150743,392324,363119,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:10 AM
2023/08/29,All Providers,0,0,6,1,0,1,175,108,1515394,817670,767206,717791,563694,150744,392499,363227,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:10 AM
2023/08/30,All Providers,0,0,4,0,0,0,216,118,1515394,817670,767210,717791,563694,150744,392715,363345,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:10 AM
2023/08/31,All Providers,0,0,5,0,0,0,190,112,1515394,817670,767215,717791,563694,150744,392905,363457,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:10 AM
2023/09/01,All Providers,0,0,6,0,0,0,219,121,1515394,817670,767221,717791,563694,150744,393124,363578,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:10 AM
2023/09/02,All Providers,0,0,2,1,0,0,57,35,1515394,817670,767223,717792,563694,150744,393181,363613,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:10 AM
2023/09/03,All Providers,0,0,3,0,0,0,33,20,1515394,817670,767226,717792,563694,150744,393214,363633,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:10 AM
2023/09/04,All Providers,0,0,0,0,0,0,3,3,1515394,817670,767226,717792,563694,150744,393217,363636,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:10 AM
2023/09/05,All Providers,0,0,5,0,0,0,181,95,1515394,817670,767231,717792,563694,150744,393398,363731,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:10 AM
2023/09/06,All Providers,1,1,4,1,1,0,202,103,1515395,817671,767235,717793,563695,150744,393600,363834,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:10 AM
2023/09/07,All Providers,0,0,6,1,0,1,206,101,1515395,817671,767241,717794,563695,150745,393806,363935,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:10 AM
2023/09/08,All Providers,0,0,10,0,0,0,135,81,1515395,817671,767251,717794,563695,150745,393941,364016,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:10 AM
2023/09/09,All Providers,0,0,0,0,0,0,26,17,1515395,817671,767251,717794,563695,150745,393967,364033,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:10 AM
2023/09/10,All Providers,0,0,0,0,0,0,40,32,1515395,817671,767251,717794,563695,150745,394007,364065,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:10 AM
2023/09/11,All Providers,0,0,5,2,0,2,82,35,1515395,817671,767256,717796,563695,150747,394089,364100,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:10 AM
2023/09/12,All Providers,0,0,0,0,0,0,5,3,1515395,817671,767256,717796,563695,150747,394094,364103,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:10 AM
2023/09/13,All Providers,0,0,0,0,0,0,5,1,1515395,817671,767256,717796,563695,150747,394099,364104,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:10 AM
2023/09/14,All Providers,0,0,1,0,0,0,1,1,1515395,817671,767257,717796,563695,150747,394100,364105,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:10 AM
2023/09/15,All Providers,0,0,0,1,0,0,6,4,1515395,817671,767257,717797,563695,150747,394106,364109,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:10 AM
2023/09/16,All Providers,0,0,0,0,0,0,0,0,1515395,817671,767257,717797,563695,150747,394106,364109,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:10 AM
2023/09/17,All Providers,0,0,0,0,0,0,0,0,1515395,817671,767257,717797,563695,150747,394106,364109,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:10 AM
2023/09/18,All Providers,0,0,0,2,0,2,0,0,1515395,817671,767257,717799,563695,150749,394106,364109,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:10 AM
2023/09/19,All Providers,0,0,0,2,0,0,1,1,1515395,817671,767257,717801,563695,150749,394107,364110,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:10 AM
2023/09/20,All Providers,0,0,0,2,1,0,2,2,1515395,817671,767257,717803,563696,150749,394109,364112,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:10 AM
2023/09/21,All Providers,0,0,0,3,0,1,0,0,1515395,817671,767257,717806,563696,150750,394109,364112,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:10 AM
2023/09/22,All Providers,0,0,0,2,1,0,2,1,1515395,817671,767257,717808,563697,150750,394111,364113,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:10 AM
2023/09/23,All Providers,0,0,0,1,0,0,1,0,1515395,817671,767257,717809,563697,150750,394112,364113,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:10 AM
2023/09/24,All Providers,0,0,0,1,0,1,0,0,1515395,817671,767257,717810,563697,150751,394112,364113,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:10 AM
2023/09/25,All Providers,2,2,0,3,1,1,3,1,1515397,817673,767257,717813,563698,150752,394115,364114,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:10 AM
2023/09/26,All Providers,0,0,0,9,0,2,0,0,1515397,817673,767257,717822,563698,150754,394115,364114,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:10 AM
2023/09/27,All Providers,0,0,0,12,1,5,1,0,1515397,817673,767257,717834,563699,150759,394116,364114,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:10 AM
2023/09/28,All Providers,0,0,0,0,0,0,1,0,1515397,817673,767257,717834,563699,150759,394117,364114,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:10 AM
2023/09/29,All Providers,0,0,0,7,0,3,2,1,1515397,817673,767257,717841,563699,150762,394119,364115,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:10 AM
2023/09/30,All Providers,0,0,0,1,0,1,1,1,1515397,817673,767257,717842,563699,150763,394120,364116,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:10 AM
2023/10/01,All Providers,0,0,0,0,0,0,0,0,1515397,817673,767257,717842,563699,150763,394120,364116,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:10 AM
2023/10/02,All Providers,0,0,0,0,0,0,6,3,1515397,817673,767257,717842,563699,150763,394126,364119,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:10 AM
2023/10/03,All Providers,0,0,0,1,0,1,2,1,1515397,817673,767257,717843,563699,150764,394128,364120,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:10 AM
2023/10/04,All Providers,0,0,0,3,0,0,0,0,1515397,817673,767257,717846,563699,150764,394128,364120,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:10 AM
2023/10/05,All Providers,0,0,0,5,0,3,4,1,1515397,817673,767257,717851,563699,150767,394132,364121,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:10 AM
2023/10/06,All Providers,0,0,0,5,0,0,0,0,1515397,817673,767257,717856,563699,150767,394132,364121,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:10 AM
2023/10/07,All Providers,0,0,0,1,0,1,0,0,1515397,817673,767257,717857,563699,150768,394132,364121,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:10 AM
2023/10/08,All Providers,0,0,0,0,0,0,0,0,1515397,817673,767257,717857,563699,150768,394132,364121,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:10 AM
2023/10/09,All Providers,1,0,1,5,0,3,0,0,1515398,817673,767258,717862,563699,150771,394132,364121,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:10 AM
2023/10/10,All Providers,1,0,1,2,0,2,1,1,1515399,817673,767259,717864,563699,150773,394133,364122,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:10 AM
2023/10/11,All Providers,0,0,0,9,0,2,0,0,1515399,817673,767259,717873,563699,150775,394133,364122,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:10 AM
2023/10/12,All Providers,0,0,1,4,0,0,8,1,1515399,817673,767260,717877,563699,150775,394141,364123,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:10 AM
2023/10/13,All Providers,0,0,0,4,0,2,1,1,1515399,817673,767260,717881,563699,150777,394142,364124,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:10 AM
2023/10/14,All Providers,2,1,1,4,1,2,0,0,1515401,817674,767261,717885,563700,150779,394142,364124,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:10 AM
2023/10/15,All Providers,0,0,0,0,0,0,0,0,1515401,817674,767261,717885,563700,150779,394142,364124,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:10 AM
2023/10/16,All Providers,0,0,0,4,0,2,1,1,1515401,817674,767261,717889,563700,150781,394143,364125,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:10 AM
2023/10/17,All Providers,1,1,0,2,0,1,1,0,1515402,817675,767261,717891,563700,150782,394144,364125,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:10 AM
2023/10/18,All Providers,0,0,0,1,0,0,0,0,1515402,817675,767261,717892,563700,150782,394144,364125,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:10 AM
2023/10/19,All Providers,0,0,0,4,1,0,2,1,1515402,817675,767261,717896,563701,150782,394146,364126,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:10 AM
2023/10/20,All Providers,0,0,0,5,1,1,0,0,1515402,817675,767261,717901,563702,150783,394146,364126,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:10 AM
2023/10/21,All Providers,0,0,0,0,0,0,110,29,1515402,817675,767261,717901,563702,150783,394256,364155,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:10 AM
2023/10/22,All Providers,0,0,0,0,0,0,1,0,1515402,817675,767261,717901,563702,150783,394257,364155,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:10 AM
2023/10/23,All Providers,0,0,0,11,1,6,1,0,1515402,817675,767261,717912,563703,150789,394258,364155,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:10 AM
2023/10/24,All Providers,0,0,0,11,0,8,1,1,1515402,817675,767261,717923,563703,150797,394259,364156,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:10 AM
2023/10/25,All Providers,0,0,0,4,0,1,4,2,1515402,817675,767261,717927,563703,150798,394263,364158,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:10 AM
2023/10/26,All Providers,0,0,0,8,0,3,12,3,1515402,817675,767261,717935,563703,150801,394275,364161,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:10 AM
2023/10/27,All Providers,0,0,0,6,1,1,13,2,1515402,817675,767261,717941,563704,150802,394288,364163,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:10 AM
2023/10/28,All Providers,0,0,3,6,1,1,106,34,1515402,817675,767264,717947,563705,150803,394394,364197,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:10 AM
2023/10/29,All Providers,0,0,0,1,0,1,0,0,1515402,817675,767264,717948,563705,150804,394394,364197,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:10 AM
2023/10/30,All Providers,0,0,0,5,0,1,9,2,1515402,817675,767264,717953,563705,150805,394403,364199,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:10 AM
2023/10/31,All Providers,1,1,0,7,0,4,8,1,1515403,817676,767264,717960,563705,150809,394411,364200,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:10 AM
2020/12/11,DPH Only,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:10 AM
2020/12/12,DPH Only,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:10 AM
2020/12/13,DPH Only,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:10 AM
2020/12/14,DPH Only,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:10 AM
2020/12/15,DPH Only,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:10 AM
2020/12/16,DPH Only,42,42,0,0,0,0,0,0,44,44,0,0,0,0,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:10 AM
2020/12/17,DPH Only,82,82,0,0,0,0,0,0,126,126,0,0,0,0,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:10 AM
2020/12/18,DPH Only,122,122,0,0,0,0,0,0,248,248,0,0,0,0,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:10 AM
2020/12/19,DPH Only,54,54,0,0,0,0,0,0,302,302,0,0,0,0,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:10 AM
2020/12/20,DPH Only,3,3,0,0,0,0,0,0,305,305,0,0,0,0,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:10 AM
2020/12/21,DPH Only,189,189,0,0,0,0,0,0,494,494,0,0,0,0,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:10 AM
2020/12/22,DPH Only,267,267,0,0,0,0,0,0,761,761,0,0,0,0,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:10 AM
2020/12/23,DPH Only,272,272,1,0,0,0,0,0,1033,1033,1,0,0,0,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:10 AM
2020/12/24,DPH Only,238,238,0,0,0,0,0,0,1271,1271,1,0,0,0,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:10 AM
2020/12/25,DPH Only,0,0,0,0,0,0,0,0,1271,1271,1,0,0,0,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:10 AM
2020/12/26,DPH Only,41,41,0,0,0,0,0,0,1312,1312,1,0,0,0,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:10 AM
2020/12/27,DPH Only,3,3,0,0,0,0,0,0,1315,1315,1,0,0,0,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:10 AM
2020/12/28,DPH Only,267,267,3,0,0,0,0,0,1582,1582,4,0,0,0,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:10 AM
2020/12/29,DPH Only,310,310,1,0,0,0,0,0,1892,1892,5,0,0,0,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:10 AM
2020/12/30,DPH Only,260,260,0,0,0,0,0,0,2152,2152,5,0,0,0,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:10 AM
2020/12/31,DPH Only,258,258,0,0,0,0,0,0,2410,2410,5,0,0,0,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:10 AM
2021/01/01,DPH Only,6,6,1,0,0,0,0,0,2416,2416,6,0,0,0,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:10 AM
2021/01/02,DPH Only,96,96,0,0,0,0,0,0,2512,2512,6,0,0,0,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:10 AM
2021/01/03,DPH Only,4,4,0,0,0,0,0,0,2516,2516,6,0,0,0,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:10 AM
2021/01/04,DPH Only,451,449,2,0,0,0,0,0,2967,2965,8,0,0,0,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:10 AM
2021/01/05,DPH Only,552,548,4,0,0,0,0,0,3519,3513,12,0,0,0,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:10 AM
2021/01/06,DPH Only,221,185,36,0,0,0,0,0,3740,3698,48,0,0,0,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:10 AM
2021/01/07,DPH Only,237,169,68,0,0,0,0,0,3977,3867,116,0,0,0,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:10 AM
2021/01/08,DPH Only,284,169,116,0,0,0,0,0,4261,4036,232,0,0,0,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:10 AM
2021/01/09,DPH Only,93,45,49,0,0,0,0,0,4354,4081,281,0,0,0,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:10 AM
2021/01/10,DPH Only,4,2,2,0,0,0,0,0,4358,4083,283,0,0,0,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:10 AM
2021/01/11,DPH Only,306,119,189,0,0,0,0,0,4664,4202,472,0,0,0,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:10 AM
2021/01/12,DPH Only,507,292,217,0,0,0,0,0,5171,4494,689,0,0,0,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:10 AM
2021/01/13,DPH Only,672,460,212,0,0,0,0,0,5843,4954,901,0,0,0,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:10 AM
2021/01/14,DPH Only,618,460,158,0,0,0,0,0,6461,5414,1059,0,0,0,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:10 AM
2021/01/15,DPH Only,588,548,41,0,0,0,0,0,7049,5962,1100,0,0,0,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:10 AM
2021/01/16,DPH Only,347,313,34,0,0,0,0,0,7396,6275,1134,0,0,0,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:10 AM
2021/01/17,DPH Only,331,330,1,0,0,0,0,0,7727,6605,1135,0,0,0,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:10 AM
2021/01/18,DPH Only,292,291,1,0,0,0,0,0,8019,6896,1136,0,0,0,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:10 AM
2021/01/19,DPH Only,695,382,313,0,0,0,0,0,8714,7278,1449,0,0,0,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:10 AM
2021/01/20,DPH Only,750,504,246,0,0,0,0,0,9464,7782,1695,0,0,0,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:10 AM
2021/01/21,DPH Only,843,614,229,0,0,0,0,0,10307,8396,1924,0,0,0,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:10 AM
2021/01/22,DPH Only,738,650,89,0,0,0,0,0,11045,9046,2013,0,0,0,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:10 AM
2021/01/23,DPH Only,939,892,47,0,0,0,0,0,11984,9938,2060,0,0,0,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:10 AM
2021/01/24,DPH Only,685,684,2,0,0,0,0,0,12669,10622,2062,0,0,0,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:10 AM
2021/01/25,DPH Only,1362,932,435,0,0,0,0,0,14031,11554,2497,0,0,0,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:10 AM
2021/01/26,DPH Only,1281,809,478,0,0,0,0,0,15312,12363,2975,0,0,0,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:10 AM
2021/01/27,DPH Only,748,545,203,0,0,0,0,0,16060,12908,3178,0,0,0,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:10 AM
2021/01/28,DPH Only,751,597,154,0,0,0,0,0,16811,13505,3332,0,0,0,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:10 AM
2021/01/29,DPH Only,837,697,142,0,0,0,0,0,17648,14202,3474,0,0,0,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:10 AM
2021/01/30,DPH Only,603,600,4,0,0,0,0,0,18251,14802,3478,0,0,0,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:10 AM
2021/01/31,DPH Only,235,234,1,0,0,0,0,0,18486,15036,3479,0,0,0,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:10 AM
2021/02/01,DPH Only,900,754,147,0,0,0,0,0,19386,15790,3626,0,0,0,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:10 AM
2021/02/02,DPH Only,951,783,168,0,0,0,0,0,20337,16573,3794,0,0,0,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:10 AM
2021/02/03,DPH Only,1327,1135,194,0,0,0,0,0,21664,17708,3988,0,0,0,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:10 AM
2021/02/04,DPH Only,1065,851,215,0,0,0,0,0,22729,18559,4203,0,0,0,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:10 AM
2021/02/05,DPH Only,1298,1059,240,0,0,0,0,0,24027,19618,4443,0,0,0,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:10 AM
2021/02/06,DPH Only,950,950,0,0,0,0,0,0,24977,20568,4443,0,0,0,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:10 AM
2021/02/07,DPH Only,505,504,2,0,0,0,0,0,25482,21072,4445,0,0,0,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:10 AM
2021/02/08,DPH Only,1050,812,239,0,0,0,0,0,26532,21884,4684,0,0,0,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:10 AM
2021/02/09,DPH Only,900,592,311,0,0,0,0,0,27432,22476,4995,0,0,0,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:10 AM
2021/02/10,DPH Only,922,511,413,0,0,0,0,0,28354,22987,5408,0,0,0,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:10 AM
2021/02/11,DPH Only,784,451,335,0,0,0,0,0,29138,23438,5743,0,0,0,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:10 AM
2021/02/12,DPH Only,1021,607,417,0,0,0,0,0,30159,24045,6160,0,0,0,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:10 AM
2021/02/13,DPH Only,572,385,189,0,0,0,0,0,30731,24430,6349,0,0,0,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2021/02/14,DPH Only,635,329,307,0,0,0,0,0,31366,24759,6656,0,0,0,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2021/02/15,DPH Only,486,215,272,0,0,0,0,0,31852,24974,6928,0,0,0,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2021/02/16,DPH Only,926,501,436,0,0,0,0,0,32778,25475,7364,0,0,0,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2021/02/17,DPH Only,824,386,439,0,0,0,0,0,33602,25861,7803,0,0,0,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2021/02/18,DPH Only,1173,490,688,0,0,0,0,0,34775,26351,8491,0,0,0,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2021/02/19,DPH Only,1553,740,817,0,0,0,0,0,36328,27091,9308,0,0,0,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2021/02/20,DPH Only,1610,603,1017,0,0,0,0,0,37938,27694,10325,0,0,0,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2021/02/21,DPH Only,1147,456,694,0,0,0,0,0,39085,28150,11019,0,0,0,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
